tweet_text,timestamp,likes,retweets,replies,comment_text,comment_author
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Nov 6
It is morning in America again
71K
237K
2.4M
122M",2024-11-06T16:39:24.000Z,2.4M,237K,71K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,I fully endorse President Trump and hope for his rapid recovery,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,the bird is freed,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Comedy is now legal on Twitter,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Let that sink in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,There are so many regulators that it’s like a sports game with more refs than players on the field!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Top Chart: Regulatory Agency Budget

Bottom Chart: Regulatory Agency Staffing",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Next I’m buying Coca-Cola to put the cocaine back in,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"I hope that even my worst critics remain on Twitter, because that is what free speech means",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,The future is gonna be so,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Let’s make Twitter maximum fun!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,Yesss!!!,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,"Listen, I can’t do miracles ok",Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,It is morning in America again,Unknown
"Elon Musk
@elonmusk
·
Jul 14
I fully endorse President Trump and hope for his rapid recovery
The media could not be played.
Reload
89K
403K
2.3M
222M",2024-07-13T22:45:13.000Z,2.3M,403K,89K,I fully endorse President Trump and hope for his rapid recovery,Unknown
